density,treatment,str
0.5312929895783571,A,956.570904097887
0.5131840727992568,B,994.14010291816885
0.37909479501218135,C,945.8087690141602
0.5843090954267647,A,1001.4538893182936
0.4763200118555567,B,988.4231524535893
0.4273428602685332,C,957.4414987415114
0.6864571916320357,A,987.5525699365369
0.41255673981472,B,1040.1573571345734
0.40899953833630764,C,962.9245476964027
0.4435602626600124,A,979.090494741168
0.28900939523980773,B,1039.1757402290823
0.3858694293855362,C,963.2366923120599
0.11828506611038457,A,804.4358623114849
0.3489565917932134,B,840.7498476059092
0.37206231717209215,C,808.8871109746094
0.3043090685802431,A,796.6581276319201
0.2664470963643292,B,838.972472532687
0.35254431908305345,C,770.0144792648715
0.4816854816431715,A,785.6324810340836
0.34571070276606986,B,816.6961196270754
0.46471376256282365,C,765.1294494435178
0.28283033186067197,A,807.8698015972129
0.4050912178052688,B,792.4919214588632
0.3101688606034299,C,813.1357890486779
0.4520265990596919,A,801.8147463012263
0.2897981408695256,B,848.9553555568422
0.47387171552397017,C,765.2105138837358
0.33426486338954703,A,814.6039575934126
0.4812784784795887,B,860.2665459576673
0.49201009512625177,C,778.8208032036742
0.2407517606806648,A,795.9291564447069
0.4797158645714759,B,826.6571702724654
0.2960946223818434,C,767.0100397764581
0.30823634743715905,A,793.0112643959983
0.4181989829251748,B,840.5826229666264
0.46089104609158954,C,759.4683869631141
0.17422907959526157,A,788.2398418696683
0.4294423204723576,B,827.1994953136782
0.2934166288843327,C,781.0038575168522
0.3586649966980825,A,790.8515173491636
0.6855067373985002,B,820.171966477764
0.22295451200490318,C,756.8292962883686
0.2920170807670878,A,810.1680392991664
0.41747395075882704,B,829.8172162775223
0.36866592816478894,C,758.5333063480531
0.4403819713826843,A,775.0553900691956
0.26913890937429263,B,825.7226776398044
0.3887199370555452,C,799.912043898588
0.37073182621379996,A,806.5221708145617
0.3466507378583899,B,817.6973179024882
0.4374598879779045,C,787.2753022282129
0.5382565602872574,A,791.0143126622094
0.34122426706432796,B,856.3119367016471
0.354032059203759,C,766.6261436567653
0.46762366623241813,A,777.6599554688573
0.2097404898421602,B,816.7221854514997
0.41177009236612033,C,766.8320317065765
0.3159125335338653,A,781.6183919057806
0.3714845476727431,B,842.45084473079
0.337564991944809,C,764.1230998597133
0.5164698082947783,A,774.778384401481
0.29670753839898967,B,823.4990866362753
0.28252106503180574,C,746.2678254730288
0.46016247301389246,A,800.9176431346572
0.32022383988839753,B,815.9307510039625
0.2976642762620954,C,775.9225146819585
0.38014018078953327,A,786.7530688140611
0.3410931178354426,B,866.3779005174174
0.4635151951324118,C,750.2243879646597
0.2410181144218698,A,795.6628564517825
0.37998275222499733,B,824.9712446719069
0.29819837868207183,C,788.5080207194834
